"","Title","First.Author.First.Name","First.Author.Surname","Corresponding.Author.First.Name","Corresponding.Author.Surname","Corresponding.Author.Order","Publication.Name","Alternate.Name","Abstract","Url","Author.Address","Year","DOI","Reference.Type","PDF.Relative.Path","Keywords","DecisionD20B5387.E6A8.4722.8A03.956452790272","Decision5DFF96A2.71AF.48E1.A92A.EB6AEFBF7BAE"
"11","miR-219-5p targets CaMKIIgamma To attenuate morphine tolerance in rats",NA,NA,NA,NA,NA,"miR-219-5p targets CaMKIIgamma To attenuate morphine tolerance in rats","Oncotarget","Morphine tolerance is a clinical challenge in pain management. Emerging evidence suggests that microRNA (miRNA) plays a regulatory role in the development of morphine tolerance. miR- 219-5p (miR-219) targets calmodulin-dependent protein kinase II gamma (CaMKIIgamma) to activate central pain sensitization via N-methyl-D-aspartate (NMDA) receptor. Therefore, we hypothesized that miR-219-5p attenuates morphine tolerance by targeting CaMKIIgamma. We found that the expression of miR-219-5p was decreased significantly after chronic morphine treatment. Overexpression of miR-219-5p by lentivirus injection prevents the development of morphine tolerance. CaMKIIgamma, the target gene of miR-219-5p was downregulated by overexpression of miR-219-5p both in vivo and in vitro. Furthermore, we found that lentiviral-mediated miR-219-5p decreased the expression of NMDA receptor subunit 1 (NR1), leading to attenuation of morphine tolerance. Overall, the data demonstrate that miR-219-5p plays a crucial role in alleviating morphine tolerance by inhibiting the CaMKII/NMDA receptor pathway. Overexpression of miR-219-5p may be a potential strategy to ameliorate morphine tolerance.",NA,NA,2017,"http://dx.doi.org/10.18632/oncotarget.15997",NA,NA,"01ca6235-1527-4388-b472-36dd56f05687",1,1
"12","Expression of cystatin C prevents oxidative stress-induced death in PC12 cells",NA,NA,NA,NA,NA,"Expression of cystatin C prevents oxidative stress-induced death in PC12 cells","Brain Research Bulletin","Cystatin C, an inhibitor of cysteine proteinases, is suggested to be involved in oxidative stress-induced apoptosis of cultured CNS neurons and various neuronal diseases in vivo; however, little is known about its mechanism of action. To address the role cystatin C plays in oxidative stress-induced neuronal cell death, we established PC12 cell lines that stably expressed rat cystatin C. These cystatin C-expressing PC12 cells showed remarkable resistance to high (50%) oxygen atmosphere. This resistance correlate with expression levels of cystatin C, demonstrating that cystatin C has a protective effect on high oxygen-induced cell death. In contrast, in a normal (20%) oxygen atmosphere neither control nor cystatin C-expressing PC12 cells showed a significant change in the number of living cells, indicating that cystatin C does not play an important role in the regulation of cellular proliferation. Furthermore, the cystatin C-expressing cell line also resisted other oxidative stresses, including glutamate- and 13-l-hydroperoxylinoleic acid (LOOH)-induced cell death. These results demonstrate that cystatin C has protective effects against various oxidative stresses that induce cell death. © 2005 Elsevier Inc. All rights reserved.",NA,NA,2005,"http://dx.doi.org/10.1016/j.brainresbull.2005.05.020",NA,NA,"01f9b590-ea77-47e3-83b0-cd2d37195a1f",1,1
"13","Overexpression of lentivirus-mediated glial cell line-derived neurotrophic factor in bone marrow stromal cells and its neuroprotection for the PC12 cells damaged by lactacystin",NA,NA,NA,NA,NA,"Overexpression of lentivirus-mediated glial cell line-derived neurotrophic factor in bone marrow stromal cells and its neuroprotection for the PC12 cells damaged by lactacystin","Neuroscience Bulletin","Objective: To construct recombinant lentiviral vectors for gene delivery of the glial cell line-derived neurotrophic factor (GDNF), and evaluate the neuroprotective effect of GDNF on lactacystin-damaged PC12 cells by transfecting it into bone marrow stromal cells (BMSCs). Methods: pLenti6/V5-GDNF plasmid was set up by double restriction enzyme digestion and ligation, and then the plasmid was transformed into Top10 cells. Purified pLenti6/V5-GDNF plasmids from the positive clones and the packaging mixture were cotransfected to the 293FT packaging cell line by Lipofectamine2000 to produce lentivirus, then the concentrated virus was transduced to BMSCs. Overexpression of GDNF in BMSCs was tested by RT-PCR, ELISA and immunocytochemistry, and its neuroprotection for lactacystin-damaged PC 12 cells was evaluated by MTT assay. Results: Virus stock of GDNF was harvested with the titer of 5.6x10<sup>5</sup>TU/mL. After transduction, GDNF-BMSCs successfully secreted GDNF to supernatant with higher concentration (800 pg/mL) than BMSCs did (less than 100 pg/mL). The supernatant of GDNF-BMSCs could significantly alleviate the damage of PC12 cells induced by lactacystin (10 mumol/L). Conclusion: Overexpression of lentivirus-mediated GDNF in the BMSCs cells can effectively protect PC12 cells from the injury by the proteasome inhibitor.",NA,NA,2007,"http://dx.doi.org/10.1007/s12264-007-0010-5",NA,NA,"02010a52-8f8a-4c17-87f9-dbaa3beadbe7",1,1
"14","Elevated expression of glutathione peroxidase in PC12 cells results in protection against methamphetamine but not MPTP toxicity",NA,NA,NA,NA,NA,"Elevated expression of glutathione peroxidase in PC12 cells results in protection against methamphetamine but not MPTP toxicity","Molecular Brain Research","In vivo administration of either 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) or methamphetamine (MA) produces damage to the dopaminergic nervous system which may be due in part to the generation of reactive oxygen species (ROS). The resistance of superoxide dismutase (SOD) over-expressing transgenic mice to the effects of both MPTP and MA suggests the involvement of superoxide in the resulting neurotoxicity of both compounds. Superoxide can be converted by SOD to hydrogen peroxide, which itself can cause cellular degeneration by reacting with free iron to produce highly reactive hydroxyl radicals resulting in damage to proteins, nucleic acids and membrane phospholipids. Hydrogen peroxide has also been reported to be produced via inhibition of NADH dehydrogenase by MPP+ formed during oxidation of MPTP by MAO-B and by dopamine auto-oxidation following MA-induced dopamine release from synaptic vesicles within nerve terminals. To test whether hydrogen peroxide is an important factor in the toxicity of either of these two neurotoxins, we created clonal PC12 lines expressing elevated levels of the hydrogen peroxide-reducing enzyme glutathione peroxidase (GSHPx). Elevation of GSHPx levels in PC12 was found to diminish the rise in ROS levels and lipid peroxidation resulting from MA but not MPTP treatment. Elevated levels of GSHPx also appeared to prevent decreases in transport-mediated dopamine uptake produced via MA administration as well as to attenuate toxin-induced cell loss as measured by either MTT reduction or LDH release. Our data, therefore, suggest that hydrogen peroxide production likely contributes to MA toxicity in dopaminergic neurons.",NA,NA,1997,"http://dx.doi.org/10.1016/S0169-328X%2896%2900296-3",NA,NA,"020a1e70-965c-4b70-af37-ea72d46340b3",1,1
"15","Increased antioxidant enzyme activity in amyloid beta protein-resistant cells",NA,NA,NA,NA,NA,"Increased antioxidant enzyme activity in amyloid beta protein-resistant cells","Journal of Neuroscience","Clones of the rat pheochromocytoma cell line PC12 were selected for their resistance to amyloid beta protein (Abeta). These Abeta-resistant cells also survive higher concentrations of exogenously applied peroxides than the parent cells. Abeta triggers intracellular H<inf>2</inf>O<inf>2</inf> accumulation in the parent PC12 cells but not in the Abeta-resistant cells. The absence of H<inf>2</inf>O<inf>2</inf> accumulation in Abeta-resistant cells is not attributable to differences in Abeta binding to the cell surface. However, the mRNA and protein levels of catalase and glutathione peroxidase, as well as the corresponding enzyme activities, are highly elevated in Abeta-resistant clones. These activities correlate well with the increased resistance of cells to Abeta or peroxides. Finally, cells transfected with catalase and glutathione peroxidase are also more resistant to Abeta toxicity. These results indicate that increased antioxidant enzyme activities in Abeta-resistant cells account for at least part of their resistance to Abeta and substantiate further the role of H<inf>2</inf>O<inf>2</inf> in Abeta toxicity.",NA,NA,1996,"",NA,NA,"02181605-8fb9-40b9-be4f-8a0635e13ffc",1,1
"16","Comparison of expression of a series of mammalian vector promoters in the neuronal cell lines PC12 and HT4",NA,NA,NA,NA,NA,"Comparison of expression of a series of mammalian vector promoters in the neuronal cell lines PC12 and HT4","BioTechniques","",NA,NA,1993,"",NA,NA,"023b8590-1562-495f-83e2-19170ef4aac1",1,1
"17","Phytochemical characteristics, free radical scavenging activities, and neuroprotection of five medicinal plant extracts",NA,NA,NA,NA,NA,"Phytochemical characteristics, free radical scavenging activities, and neuroprotection of five medicinal plant extracts","Evid Based Complement Alternat Med","The objective of this study was to determine phytochemical characteristics, chemiluminescence antioxidant capacities, and neuroprotective effects on PC12 cells for methanol extracts of Spatholobus suberectus, Uncaria rhynchophylla, Alpinia officinarum, Drynaria fortunei, and Crataegus pinnatifida. The C. pinnatifida extract (CPE) afforded the greatest yield and total phenolic content. The S. suberectus extract (SSE) yielded the greatest total flavonoid content. The U. rhynchophylla extract (URE) produced the greatest total tannin content, and the A. officinarum extract (AOE) produced the greatest total triterpenoid content. The D. fortunei extract, assayed using horseradish peroxidase-luminol-hydrogen peroxide (H(2)O(2)), and AOE using pyrogallol-luminol assay each exhibited better antioxidant activity than the L-ascorbic acid and 6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid did. The CPE, SSE, and URE presented neurogrowth effects and neuroprotective activities on H(2)O(2)-induced PC12 cell death at 0.5-5.0 mug/mL. The CPE represents a promising medicinal plant source for the treatment of H(2)O(2)-induced neurodegenerative disease, because of its useful phytochemical characteristics.",NA,NA,2012,"10.1155/2012/984295",NA,NA,"02bb3e27-fd3a-4670-abcd-238c4d412658",1,1
"18","Design and Evaluation of Lyophilized Fibroblast Growth Factor 21 and Its Protection against Ischemia Cerebral Injury",NA,NA,NA,NA,NA,"Design and Evaluation of Lyophilized Fibroblast Growth Factor 21 and Its Protection against Ischemia Cerebral Injury","Bioconjugate Chemistry","This study investigated the effect of the excipients, including glycine, mannitol, arginine, trehalose, sorbitol, and poloxamer188, on the stability of recombinant human fibroblast growth factor 21(FGF21) during the process of lyophilization and storage. The glass transition temperature (T<inf>g</inf>), protein secondary structure, aggregation ratio, and the bioactivity of lyophilized FGF21 were measured. We furthermore investigated the effect of FGF21 against ischemia cerebral injury using the middle cerebral artery occlusion (MCAO) model in rats. The ischemia cerebral injury of MCAO rats was analyzed via 2,3,5-triphenyltetrazolium chloride and Nissl-staining. Endoplasmic reticulum (ER) stress related proteins were detected via Western blot. In this study, we found that aggregation was the primary mode of deterioration of lyophilized FGF21under accelerated storage conditions. Mannitol combined with trehalose and glycine formulations offers the most effective protein protection to reduce the aggregation. Administration of FGF21 protected cerebral ischemia and decreased ER stress related proteins in MCAO rats and PC12 cells. Copyright © 2017 American Chemical Society.",NA,NA,2018,"http://dx.doi.org/10.1021/acs.bioconjchem.7b00588",NA,NA,"02f13dbe-f461-4107-81ef-e4ef15ce2ff5",1,1
"19","Celastrol prevents cadmium-induced neuronal cell death by blocking reactive oxygen species-mediated mammalian target of rapamycin pathway",NA,NA,NA,NA,NA,"Celastrol prevents cadmium-induced neuronal cell death by blocking reactive oxygen species-mediated mammalian target of rapamycin pathway","British Journal of Pharmacology","Background and Purpose: Increasing evidence has suggested cadmium (Cd), as an inducer of ROS, is a potential pathogenic factor in human neurodegenerative diseases. Thus, it is important to find effective interventions for Cd-induced oxidative stress in the CNS. Here, we have studied the effects of celastrol, a plant-derived triterpene, on ROS production and cell death in neuronal cells, induced by Cd. Experimental Approach: PC12, SH-SY5Y cells and primary murine neurons were used to study celastrol neuroprotection against Cd-poisoning. Cd-induced changes in cell viability, apoptosis, ROS and AMP-activated protein kinase (AMPK)/mammalian target of rapamycin (mTOR) pathway in the cells were analysed by Trypan blue exclusion, DAPI and TUNEL staining, ROS imaging, immunofluorescence staining and Western blotting. Pharmacological and genetic approaches were employed to investigate the mechanisms underlying Cd neurotoxicity. Results: Celastrol attenuated Cd-induced apoptosis by suppressing Cd activation of mTOR, which was attributed to preventing Cd inactivation of AMPK. Inhibition of AMPK with compound C or expression of dominant negative AMPKalpha prevented celastrol from hindering Cd-induced dephosphorylation of AMPKalpha, activation of mTOR and apoptosis. Inhibition of mTOR with rapamycin or knockdown of mTOR potentiated prevention by celastrol, of Cd-induced phosphorylation of p70 S6 kinase 1/eukaryotic initiation factor 4E binding protein 1 and apoptosis. Celastrol attenuated Cd-induced cell death by suppressing induction of mitochondrial ROS. Conclusions and Implications: Celastrol prevented the inactivation of AMPK by mitochondrial ROS, thus attenuating Cd-induced mTOR activation and neuronal apoptosis. Celastrol may be a promising agent for prevention of Cd-induced oxidative stress and neurodegenerative diseases. Copyright © 2016 The British Pharmacological Society",NA,NA,2017,"http://dx.doi.org/10.1111/bph.13655",NA,NA,"034fc859-4f08-4a12-bb3d-481eb433eb53",1,1
"20","RBM5 increases neuronal damage in a model of mechanical stretch-injury",NA,NA,NA,NA,NA,"RBM5 increases neuronal damage in a model of mechanical stretch-injury","Journal of Neurotrauma","RNA binding motif 5 (RBM5) induces apoptosis in cancer cells. Little is known concerning its pro-death function(s) in the CNS. We reported that lentivirus mediated RBM5 knockdown (KO) decreases the activation of caspases following staurosporine (STS) injury in human neuronal SHSY5Y cells. Others have shown that RBM5 inhibition prevents caspase-3 activation, and the upregulation of pro-death p53 expression, in rat PC12 cells after being subjected to hydrogen peroxide injury. Taken together the evidence supports our hypothesis that RBM5 is toxic to CNS cells. However, RBM5 mediated neurotoxicity has not been established directly in primary neurons. Here we tested if lentivirus mediated RBM5 overexpression augments damage to primary cortical rat neurons after a mechanical stretch-injury. Cortical tissue was harvested from E16 rat embryonic brains. Cells were cultured on Silastic membrane plates (BioFlex). Day in vitro (DIV) 9 neurons were subjected to a gas-induced deformation using the cell injury controller (CIC-II) device (50 ms; 54% bilateral stretch). The following day (24 h post-injury), media was collected to assay lactate dehydrogenase (LDH) levels for quantification of cell death, and subsequently cultures were harvested for protein analysis. Mechanical stretch-injury significantly increased LDH release at 24 h post-injury compared to uninjured controls. Stretchinjured neurons overexpressing RBM5 had significantly higher LDH levels vs. empty-vector controls. In non-viral characterization studies, spectrin breakdown products (SBDPs) were also higher at 24 h postinjury in neurons subjected to stretch. Stretch induced SBDP levels were further augmented by RBM5 overexpression. Finally, an auxiliary study was done to test if RBM5 overexpression exacerbates neuronal injury by other insult mechanisms. RBM5 overexpressing neurons had significantly lower 24 h viability (measured by CellTiter-Blue) in response to 100 nM STS. Results confirm that RBM5 promotes damage in primary neurons, and in a TBI-relevant injury model. This work was supported by NIH grant R21NS088145. Key words: stretch-injury, neuron, TBI, RNA binding motif 5.",NA,NA,2017,"http://dx.doi.org/10.1089/neu.2017.29011.abstracts",NA,NA,"039e3fe7-8bb9-462f-a1cb-853813318ffc",1,1
"21","Assessing the Pharmacological and Therapeutic Efficacy of Traditional Chinese Medicine Liangxue Tongyu Prescription for Intracerebral Hemorrhagic Stroke in Neurological Disease Models",NA,NA,NA,NA,NA,"Assessing the Pharmacological and Therapeutic Efficacy of Traditional Chinese Medicine Liangxue Tongyu Prescription for Intracerebral Hemorrhagic Stroke in Neurological Disease Models","","Intracerebral hemorrhage is a fatal subtype of stroke, with crucial impact on public health. Surgical removal of the hematoma as an early-stage treatment for ICH can't improve long-term prognosis remarkably. Liangxue tongyu prescription (LP), a Traditional Chinese Medicine (TCM) formula, includes eight ingredients and has been used to treat ICH in the clinical. In the study, we elucidated the pharmacological efficacy and therapeutic efficacy of LP to dissect the mechanism of LP against ICH via network analysis and experimental validation. First, we discovered 34 potential compounds and 146 corresponding targets in LP based on network prediction. 24 signal pathway were obtained by the Clue Go assay based on potential compounds in LP against ICH. Second, we found that LP can not only decreased the level of high sensitive C reactive protein (HS-CRP), tumor necrosis factor-alpha (TNF-alpha), NF-kbeta, D-dimmer (D2D), estradiol (E2), S-100B, neuron specific enolase (NSE), and interleukin 1 (IL-1) in plasma on spontaneously hypertensive rats (SHRs), but also promoted cell proliferation and inhibited cell apoptosis on the glutamate-induced PC12 cell. The compounds including Taurine, Paeonol, and Ginsenoside Rb1 in LP can activate PI3K/AKT pathway. Third, from the three-factor two-level factorial design, compound combinations in LP, such as Taurine and Paeonol, Taurine and Geniposide, Ginsenoside Rg1, and Ginsenoside Rb1, had first-level interactions on cell proliferation. Compound combinations including Taurine and Paeonol, Ginsenoside Rg1 and Ginsenoside Rb1 had as significant increase in efficiency on inhibiting the apoptosis of PC12 cells at the low concentration and up-regulating of PI3K and AKT. Overall, our results suggested that LP had integrated therapeutic effect on ICH due to activities of anti-inflammatory, anti-coagulation, blood vessel protection, and protection neuron from excitotoxicity based on the way of [']multi-component, multi-target, multi-pathway,['] and compound combination in LP can offer protection neuron from excitotoxicity at the low concentration by activation of the PI3K/Akt signal pathway.",NA,NA,2018,"10.3389/fphar.2018.01169",NA,NA,"03af8fc7-e174-424c-90e6-3cc45ad9ebf9",1,1
"22","Protection of Tong-Sai-Mai Decoction against Apoptosis Induced by H2O2 in PC12 Cells: Mechanisms via Bcl-2-Mitochondria-ROS-INOS Pathway",NA,NA,NA,NA,NA,"Protection of Tong-Sai-Mai Decoction against Apoptosis Induced by H2O2 in PC12 Cells: Mechanisms via Bcl-2-Mitochondria-ROS-INOS Pathway","Evid Based Complement Alternat Med","Tong-Sai-Mai decoction (TSM) is a Chinese materia medica polyherbal formulation that has been applied in treating brain ischemia for hundreds of years. Because it could repress the oxidative stress in in vivo studies, now we focus on the in vitro studies to investigate the mechanism by targeting the oxidative stress dependent signaling. The relation between the neurogenesis and the reactive oxygen species (ROS) production remains largely unexamined. PC12 cells are excitable cell types widely used as in vitro model for neuronal cells. Most marker genes that are related to neurotoxicity, apoptosis, and cell cycles are expressed at high levels in these cells. The aim of the present study is to explore the cytoprotection of TSM against hydrogen peroxide- (H2O2-) induced apoptosis and the molecular mechanisms underlying PC12 cells. Our findings revealed that TSM cotreatment with H2O2 restores the expression of bcl-2, inducible nitric oxide synthase (INOS), and mitochondria membrane potential. Meanwhile, it reduces intracellular [Ca(2+)] concentration, lactate dehydrogenase (LDH) release, and the expression of caspase-3 and bax. The results of the present study suggested that the cytoprotective effects of the TSM might be mediated, at least in part, by the bcl-2-mitochondria-ROS-INOS pathway. Due to its nontoxic characteristics, TSM could be further developed to treat the neurodegenerative diseases which are closely associated with the oxidative stress.",NA,NA,2014,"10.1155/2014/371419",NA,NA,"03d8585e-fab7-4563-b780-17488596cb68",1,1
"23","MicroRNA let-7e regulates the expression of caspase-3 during apoptosis of PC12 cells following anoxia/reoxygenation injury",NA,NA,NA,NA,NA,"MicroRNA let-7e regulates the expression of caspase-3 during apoptosis of PC12 cells following anoxia/reoxygenation injury","Brain Research Bulletin","This study aimed to investigate the role and mechanism of action of microRNA (miR) let-7e in PC12 cells undergoing apoptosis following anoxia/reoxygenation (A/R) injury. The putative binding site of let-7e in the 3' UTR of caspase-3 (Casp3) mRNA was analyzed using the miRanda algorithm. Precursor let-7e (pre-miRNA), let-7e miR and anti-let-7e oligonucleotides were transfected into PC12 cells, which were then subjected to A/R injury. The levels of Casp3 mRNA and let-7e miRNA, the total protein levels of Casp3, Casp8 and Casp9 and levels of cellular apoptosis were measured. It was found that let-7e expression in PC12 cells was decreased, whereas the expression of Casp3 was significantly increased after A/R injury. The transfection of pre-miRNA or let-7e miR into PC12 cells decreased Casp3 expression levels and cellular apoptosis following A/R injury, while co-transfection of anti-let-7e strikingly alleviated the effects of let-7e miR. These results indicate that let-7e may protect PC12 cells against apoptosis following A/R injury by negatively regulating the expression of Casp3. © 2011 Elsevier Inc.",NA,NA,2011,"http://dx.doi.org/10.1016/j.brainresbull.2011.07.017",NA,NA,"03dbc65c-00fd-4877-8af5-88a89a5f3f1c",1,1
"24","A combination of four effective components derived from Sheng-mai san attenuates hydrogen peroxide-induced injury in PC12 cells through inhibiting Akt and MAPK signaling pathways",NA,NA,NA,NA,NA,"A combination of four effective components derived from Sheng-mai san attenuates hydrogen peroxide-induced injury in PC12 cells through inhibiting Akt and MAPK signaling pathways","Chinese Journal of Natural Medicines","The present study was designed to investigate whether a combination of four effective components derived from Sheng-mai san (SMXZF; ginsenoside Rb1: ginsenoside Rg1: DT-13: Schizandrol A as 6 : 9 : 4 : 5) could attenuate hydrogen peroxide (H<inf>2</inf>O<inf>2</inf>)-induced injury in PC12 cells, focusing on the Akt and MAPK pathways. The PC12 cells were exposed to H<inf>2</inf>O<inf>2</inf> (400 mumol.L<sup>-1</sup>) for 1 h in the presence or absence of SMXZF pre-treatment for 24 h. Cell viability was measured by MTT assay. The efflux of lactate dehydrogenase (LDH), the intracellular content of malondialdehyde (MDA), the activities of superoxide dismutase (SOD), and caspase-3 were also determined. Cell apoptosis was measured by Hoechst 33342 staining and Annexin V-FITC/PI staining method. The expression of Bcl-2, Bax, cleaved caspase-3, Akt, and MAPKs were detected by Western blotting analyses. SMXZF pretreatment significantly increased the cell viability and SOD activity and improved the cell morphological changes, while reduced the levels of LDH and MDA at the concentrations of 0.1, 1 and 10 mug.mL<sup>-1</sup>. SMXZF also inhibited H<inf>2</inf>O<inf>2</inf>-induced apoptosis in PC12 cells. Moreover, SMXZF reduced the activity of caspase-3, up-regulated the protein ratio of Bcl-2 and Bax and inhibited the expression of cleaved caspase-3, p-Akt, p-p38, p-JNK and p-ERK1/2 in H<inf>2</inf>O<inf>2</inf>-induced PC12 cells. Co-incubation of Akt inhibitor or p38 inhibitor partly attenuated the protection of SMXZF against H<inf>2</inf>O<inf>2</inf>-injured PC12 cells. In conclusion, our findings suggested that SMXZF attenuated H<inf>2</inf>O<inf>2</inf>-induced injury in PC12 cells by inhibiting Akt and MAPKs signaling pathways, which might shed insights on its neuroprotective mechanism. Copyright © 2016 China Pharmaceutical University",NA,NA,2016,"http://dx.doi.org/10.1016/S1875-5364%2816%2930060-7",NA,NA,"03ea10ed-174b-417e-9c0e-0df775e2659b",1,1
"25","Effect of nerve growth factor on AP-1, NF-kappaB, and Oct DNA binding activity in apoptotic PC12 cells: Extrinsic and intrinsic elements",NA,NA,NA,NA,NA,"Effect of nerve growth factor on AP-1, NF-kappaB, and Oct DNA binding activity in apoptotic PC12 cells: Extrinsic and intrinsic elements","Journal of Neuroscience Research","Both intrinsic signals, such as serum and neurotrophic factor deprivation, and extrinsic events or agents, such as oxidative stress and glucose deprivation, can induce cell death in pheochromocytoma (PC12) cells. Also, treatment with nerve growth factor (NGF) reduces cell death due to the treatments mentioned. Serumless-induced cell death, as a model of apoptosis, has been intensively investigated in PC12 cells. In the present study, we investigated the molecular components of H<inf>2</inf>O<inf>2</inf>-induced cell death and compared it with serumless-induced cell death. Exposure of PC12 cells to intermediate concentrations of H<inf>2</inf>O<inf>2</inf> (100 muM) induced nuclear condensation and DNA fragmentation, indicating that there is an apoptotic component in H<inf>2</inf>O<inf>2</inf>-induced cell death. Since transcription factors have been shown to play an essential role in the control of cellular proliferation, differentiation, and survival, we measured changes in the DNA binding activities of the transcription factors activator protein-1 (AP-1), nuclear factor kappa B (NF-kappaB), and octamer-binding protein (Oct) by electrophoretic mobility shift assay (EMSA) after H<inf>2</inf>O<inf>2</inf> treatment and serum deprivation, both in the absence and presence of exogenous NGF in PC12 cells. AP-1 DNA binding activity transiently increased during apoptosis due to serum deprivation, and NGF treatment further stimulated AP-1 DNA binding activity in a more persistent fashion. NF-kappaB DNA binding activity only increased slightly after serum deprivation, and NGF treatment of PC12 cells decreased NF-kappaB binding activity in the late stages of serum deprivation. Oct DNA binding activity decreased after serum deprivation, while NGF had an opposite effect. AP-1 DNA binding activity also transiently increased after H<inf>2</inf>O<inf>2</inf> treatment, as did NF-kappaB DNA binding activity. Our results suggest that AP-1 is likely to be a common component of signaling pathways associated with both the induction or suppression of apoptosis induced by intrinsic or extrinsic stimuli.",NA,NA,1996,"http://dx.doi.org/10.1002/%28SICI%291097-4547%2819960701%2945:1%3C1::AID-JNR1%3E3.0.CO;2-I",NA,NA,"03f7eada-005c-4ba1-a840-288919090abc",1,1
